series_name,network,season,title,imdb,engagement,date_aired,year,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Grrim Judgment,8.3,176,8/9/12,2012,23,TV Series,Hebediah Grim,Male,Undead,Zombie,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Forest,California,3,FALSE,TRUE,"Gary,Ethan","Male,Male",2,Competition,you mystery stink losers had lives,,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Night Terrors,9.1,202,8/10/12,2012,23,TV Series,Fiend,Male,Mythical,Anubis,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Mountain,United States,3,FALSE,TRUE,Dan Fluunk,Male,1,Competition,you meddling snow-bound brats,,FALSE,0,0,0,0,0,4,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Midnight Zone,8.7,187,8/13/12,2012,22,TV Series,"Kriegstaffebot,Ghost of Abigail Gluck","Male,Female","Mechanical,Ghost","Soldier,Ghost","Robot,Human",TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Ocean,California,2,FALSE,TRUE,Professor Pericles,Male,1,Theft,,,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Scarebear,8.2,169,8/14/12,2012,23,TV Series,Scarebear,Male,Animal,Mutant,Bear,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Forest,California,2,FALSE,FALSE,Benson Fuhrman,Male,1,Preservation,you meddling mutant animal hating kids,,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Wrath of the Krampus,8.9,207,8/15/12,2012,22,TV Series,Krampus,Male,Mythical,Beast,Krampus,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Urban,California,1,FALSE,TRUE,"Fred Jones Jr.,Daphnie Blake,Velma Dinkley,Shaggy Rodgers,Scooby-Doo,Sheriff Bronson Stone,Mayor Janet Nettles,Mary Anne Gleardan,Fred Jones Sr.,Jason Wyatt,Hotdog Water","Male,Female,Female,Male,Male,Male,Female,Female,Male,Male,Female",11,Theft,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Heart of Evil,7.6,174,8/16/12,2012,22,TV Series,Dragon,Male,Mechanical,Dragon,Dragon,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Island,United States,0,TRUE,FALSE,"Dr. Zin,Jenny","Male,Female",2,Theft,,,FALSE,1,0,0,0,2,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Theater of Doom,8.6,180,8/17/12,2012,22,TV Series,Mummy of Friar Serra,Male,Undead,Mummy,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,George Avocados,Male,1,Theft,Vincent Van Ghoul,,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Warner Home Video,Warner Home Video,Special,Scooby-Doo! Haunted Holidays,7,392,10/16/12,2012,23,TV Series,Sinister Snowman,Male,Possessed Object,Snow-Man,Snow-Man,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,TRUE,Fabian Menkle,Male,1,Competition,you meddling mystery solvers,Christmas crazy dog,FALSE,0,1,1,1,0,1,1,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Aliens Among Us,8,172,3/25/13,2013,22,TV Series,"Grey Alien,Reptiod,Nordic Alien","Male,Male,Female","Extraterrestrial,Animal,Extraterrestrial","Alien,Humanoid,Alien","Alien,Reptile,Alien",FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,0,TRUE,TRUE,"Traveler O'Flaherty,Connor O'Flaherty,Sheela O'Flaherty","Male,Male,Female",3,Theft,frittering snappers. Meddling kids,,FALSE,0,0,0,1,1,3,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Horrible Herd,8.3,167,3/25/13,2013,22,TV Series,"Skull Cattles,Skull Cattle Queen","Male,Female","Undead,Undead","Skeleton,Skeleton","Bull,Bull",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,California,4,FALSE,TRUE,Professor Pericles,Male,1,Theft,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Dance of the Undead,8,180,3/26/13,2013,22,TV Series,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human",FALSE,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,Urban,California,2,TRUE,TRUE,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Male,Male,Male,Male",4,Competition,,,FALSE,0,0,0,0,0,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Devouring,7.8,166,3/27/13,2013,23,TV Series,Gluton Demon,Male,Mythical,Demon,Demon,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,3,FALSE,TRUE,Francilee Jackson,Female,1,Competition,you bread hating health fanatics,,FALSE,0,0,0,1,0,2,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Stand and Deliver,8.3,171,3/28/13,2013,22,TV Series,Dandy Highwayman,Male,Disguised,Highwayman,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,2,FALSE,TRUE,Librarian,Male,1,Competition,meddling romance killers,,FALSE,0,0,1,0,1,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Man in the Mirror,8.9,176,3/29/13,2013,22,TV Series,"Evil Fred,Evil Daphnie","Male,Female","Disguised,Disguised","Clone,Clone","Human,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,California,0,TRUE,TRUE,"Brad Chiles,Judy Reeves","Male,Female",2,Theft,,,FALSE,0,1,1,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Nightmare in Red,8.9,187,4/2/13,2013,23,TV Series,Monstrous Freak,Male,Animal,Humanoid,Beast,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,California,2,TRUE,TRUE,Fernando El Aguirre,Male,1,Preservation,,,FALSE,0,0,0,1,1,3,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Dark Night of Hunters,8.4,165,4/3/13,2013,22,TV Series,Priestess,Female,Magician,Shaman,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Jungle,Mexico,2,FALSE,TRUE,Prof. Enrique Andelusossa,Male,1,Competition,,,FALSE,0,0,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Gates of Gloom,8.7,169,4/4/13,2013,23,TV Series,Kriegstaffebot,Male,Mechanical,Soldier,Robot,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Cave,California,1,FALSE,FALSE,Professor Pericles,Male,1,Treasure,,,FALSE,0,1,0,0,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Through the Curtain,9,184,4/5/13,2013,22,TV Series,Evil Entity,Male,Mythical,Evil,Element,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cave,California,0,FALSE,TRUE,,,0,Conquer,,,FALSE,0,0,0,0,2,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Scooby-Doo Mystery Incorporated,Cartoon Network,2,Come Undone,9.3,260,4/5/13,2013,22,TV Series,"Evil Entity,Minions","Male,Male","Mythical,Ancient","Evil,Humanoid","Element,Human",TRUE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,California,0,FALSE,TRUE,,,0,Conquer,,,FALSE,0,0,0,0,1,2,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Warner Home Video,Warner Home Video,Special,Scooby-Doo! and the Spooky Scarecrow,7.3,403,9/10/13,2013,23,TV Series,Cornfield Clem,Male,Possessed Object,Scarecrow,Scarecrow,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,United States,9,FALSE,TRUE,Abner,Male,1,Theft,you meddling kids,spooky ol' dog,FALSE,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Warner Home Video,Warner Home Video,Special,Scooby-Doo! Mecha Mutt Menace,6.5,242,9/24/13,2013,23,TV Series,Mecha Mutt,Male,Mechanical,Robot,Hound,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Melanie Staples,Female,1,Competition,you meddling space cadets,,FALSE,1,0,0,0,0,0,1,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Warner Home Video,Warner Home Video,Special,Scooby-Doo! Ghastly Goals!,6.6,216,5/13/14,2014,22,TV Series,Eshu,Male,Animal,Humanoid,Beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,Brazil,5,FALSE,TRUE,Reynaldo,Male,1,Theft,you meddling kids,soccer stinking dog,FALSE,0,0,0,0,0,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
Warner Home Video,Warner Home Video,Special,Scooby-Doo! and the Beach Beastie,7.1,188,5/5/15,2015,22,TV Series,Sea Monster,Male,Possessed Object,Elemental,Water,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Coast,Florida,4,FALSE,TRUE,Grafton Brownstone,Male,1,Theft,that guy,net,FALSE,2,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Mystery 101,7.9,122,10/5/15,2015,22,TV Series,Ghost of Elias Kingston,Male,Ghost,Ghost,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,3,FALSE,TRUE,"Mitchell Simons,Joe Simons","Male,Male",2,Competition,RUN!,,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Game of Chicken,7.2,102,10/6/15,2015,22,TV Series,Spirit of the Zatari Warrior,Male,Ancient,Spirit,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cave,United States,3,FALSE,TRUE,Chuck Mangum,Male,1,Treasure,,,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,All Pawns on Deck,7.4,101,10/7/15,2015,22,TV Series,"Sea Creature,Sea Creature","Male,Male","Animal,Animal","Humanoid,Humanoid","Sea-Monster,Sea-Monster",FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ocean,United States,4,FALSE,TRUE,"Thorn,Dahlia","Male,Female",2,Treasure,you meddling kids,,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Poodle Justice,7.3,85,10/8/15,2015,22,TV Series,Gargoyle,Male,Possessed Object,Statue,Gargoyle,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Carli,Female,1,Competition,"actually, no, I can't back that up, the odds were pretty much against me in hindsight",,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Grand Scam,7.3,78,10/9/15,2015,22,TV Series,Ghost of Chip Braverton,Male,Ghost,Ghost,Human,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,TRUE,Dustin Wallswreath,Male,1,Competition,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Trading Chase,7.6,80,10/12/15,2015,22,TV Series,Sobek,Male,Mythical,Humanoid,Crocodile,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,Prof. Salazar,Female,1,Theft,"you medding, and your case crazy and misguised, kids",,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,"Be Quiet, Scooby-Doo!",7.5,84,10/15/15,2015,22,TV Series,Crystal Crawler,Male,Animal,Humanoid,Cave-Monster,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cave,United States,2,FALSE,TRUE,Colson McCready,Male,1,Competition,,,FALSE,0,0,1,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Party Like It's 1899,8.2,88,10/19/15,2015,22,TV Series,Headless Count,Male,Undead,Headless,Human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,5,FALSE,TRUE,Bradwick Haverall,Male,1,Theft,"my, dear sweet meddling Daphnie",your vile friends,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Screama Donna,7.4,72,10/20/15,2015,22,TV Series,Ghost of the Prima Donna,Female,Ghost,Ghost,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Jasper Crawl,Male,1,Competition,you meddling kids,,FALSE,0,1,0,0,0,0,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Kitchen Frightmare,7.5,75,10/21/15,2015,22,TV Series,Yeti,Male,Animal,Yeti,Yeti,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,3,FALSE,TRUE,Jack Howard,Male,1,Competition,,,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,"Me, Myself, and A.I.",7.5,72,10/22/15,2015,22,TV Series,Butler 3000,Male,Mechanical,Robot,Robot,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Urban,United States,3,FALSE,TRUE,Mallory O'Neill,Female,1,Competition,you meddling human meat sacks,,FALSE,0,0,0,0,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,Area 51 Adjacent,7.4,71,10/23/15,2015,22,TV Series,Alien,Male,Extraterrestrial,Alien,Alien,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Desert,Nevada,2,FALSE,TRUE,General Stall,Male,1,Competition,,,FALSE,0,0,0,0,0,0,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
"Be Cool, Scooby-Doo!",Cartoon Network,1,"Where There's a Will, There's a Wraith",7.5,81,10/28/15,2015,22,TV Series,Phantom,Male,Ghost,Phantom,Human,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rural,United States,4,FALSE,TRUE,"Ruby Lutz, Trudy Lutz","Female,Female",2,Inheritance,slumber partying kids,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
Lego,Cartoon Network,Special,Scooby-Doo! Knight Time Terror,6.6,288,11/25/15,2015,22,TV Series,Black Knight,Male,Possessed Object,Suit,Object,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Rural,United States,6,FALSE,TRUE,Kyle Grimsley,Male,1,Treasure,you meddling kids,"and your dog, and that stupid plant",TRUE,0,0,0,0,1,2,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
